核准編號,行政區,里別,臺北市核准地點,團體名稱,電話,經度,緯度
816,內湖區,康寧,康寧路3段99巷60號變電箱旁,台北市身心障礙運動協會,(02)25912695,121.6111964,25.07381597
817,信義區,敦厚,永吉路120巷22弄與松隆路100號交接口,台北市身心障礙運動協會,(02)25912695,121.5696928,25.0449497
818,大安區,通化,光復南路628巷與文昌街280巷交叉口路燈邊,台北市身心障礙運動協會,(02)25912695,121.5565928,25.03169745
819,中山區,成功,敬業三路177巷口電箱旁,台北市身心障礙運動協會,(02)25912695,121.5562285,25.07867344
820,文山區,萬興,新光路1段31巷口,台北市身心障礙運動協會,(02)25912695,121.5737971,24.98937551
826,信義區,三張,松仁路204號旁,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.56822,25.02734
827,信義區,三張,莊敬路468號旁,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.56788,25.02677
828,大安區,芳和,嘉興街363巷17號前公園,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.55263,25.02158
829,中山區,下埤,復興北路488巷31號對面,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.54271,25.06547
830,大安區,華聲,市民大道4段200號旁,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.55567,25.04456
831,大安區,華聲,光復南路180巷13號對面,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.55686,25.04215
832,中山區,正守,長安東路1段56巷公園電信箱旁,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.55683,25.04216
833,信義區,黎忠,和平東路3段391巷8弄2號對面燈桿旁,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.55778,25.02029
834,中山區,朱園,松江路77巷過伊通街口處,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.53493,25.04981
835,士林區,福志,福林路249號前,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.53489,25.09856
836,大安區,新龍,建國南路2段79巷35號電桿旁,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.53951,25.03115
837,北投區,中庸,永興路1段32巷3弄口,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.500153,25.138499
838,北投區,中庸,雙全街與大業路口中庸2號公園前,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.50111,25.13742
839,松山區,民福,民族東路679號對面公園,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.54784,25.06404
840,大安區,虎嘯,樂業街17號對面公佈欄,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.55006,25.02403
841,大安區,臥龍,臥龍街15號對面電箱,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.54685,25.02433
842,士林區,舊佳,前街與美德街口,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.52455,25.09752
843,大安區,黎元,辛亥路3段157巷32號對面樹旁,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.55077,25.01817
844,大安區,光信,光復南路456巷29號對面,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.55621,25.03523
845,大安區,敦安,敦化南路1段295巷與信義路4段199巷口,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.55161,25.03548
846,大安區,民炤,信義路3段31巷9之2號對面電箱旁,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.53471,25.03499
847,中山區,朱園,渭水路2-1號對面電箱旁,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.53371,25.04581
848,大安區,敦安,仁愛路4段112巷3弄口對面,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.54967,25.03712
849,大安區,華聲,延吉街131巷41號對面,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.55584,25.04284
850,大安區,仁慈,復興南路1段253巷15號旁,臺北市身心障礙者創業輔導發展協會,(02)27775940,121.54423,25.03697
851,北投區,永欣,石牌路2段346號旁(電桿旁),台北市視障者重建發展協會,0937-862-107,121.52488,25.12299
852,大安區,新龍,和平東路2段107巷30弄10號對面,台北市視障者重建發展協會,0937-862-107,121.540144,25.027498
853,北投區,振華?,明德路337巷1號對面(電氣設備旁),台北市視障者重建發展協會,0937-862-107,121.520446,25.116914
854,南港區,西新,成功路1段39號斜前方 (電氣設備旁),台北市視障者重建發展協會,0937-862-107,121.592925,25.055961
855,北投區,永欣,行義路7號對面(花臺旁),台北市視障者重建發展協會,0937-862-107,121.526027,25.124145
856,北投區,永和,行義路42號對面(電氣設備旁),台北市視障者重建發展協會,0937-862-107,121.52714,25.12549
857,北投區,永和?,行義路154巷口(圍牆邊),台北市視障者重建發展協會,0937-862-107,121.528108,25.130614
858,中山區,集英,中山北路2段116巷17號旁,台北市視障者重建發展協會,0937-862-107,121.521858,25.061013
859,松山區,三民,民生東路5段137巷口(燈桿旁),台北市視障者重建發展協會,0937-862-107,121.561573,25.058876
860,中山區,江寧,龍江路298巷底與合江街交叉口(路燈下方),台北市視障者重建發展協會,0937-862-107,121.539298,25.061778
861,松山區,中華,敦化北路145巷71號對面(電氣設備旁),台北市視障者重建發展協會,0937-862-107,121.552207,25.053556
862,北投區,榮光,致遠一路2段70巷3號旁,台北市視障者重建發展協會,0937-862-107,121.514003,25.112405
863,北投區,榮光,石牌路1段166巷120號旁(燈桿旁),台北市視障者重建發展協會,0937-862-107,121.515543,25.111714
864,北投區,榮光,致遠一路2段86巷口,台北市視障者重建發展協會,0937-862-107,121.513229,25.112742
865,松山區,東榮,富錦街427號對面(電氣設備旁),台北市視障者重建發展協會,0937-862-107,121.56126,25.060737
866,中山區,集英,民生西路3巷9號旁(圍牆邊),台北市視障者重建發展協會,0937-862-107,121.521851,25.059794
867,北投區,溫泉,溫泉路110-1號對面(燈桿旁),台北市視障者重建發展協會,0937-862-107,121.511059,25.136297
868,北投區,八仙,立農街1段187巷口,台北市視障者重建發展協會,0937-862-107,121.503755,25.120046
869,北投區,清江,崇仁路1段88號對面(電信設備旁),台北市視障者重建發展協會,0937-862-107,121.50177,25.12568
870,北投區,中央,大業路300巷33-1號旁(籃球場邊),台北市視障者重建發展協會,0937-862-107,121.499589,25.128751
871,北投區,溫泉,溫泉路60號對面(圍牆邊),台北市視障者重建發展協會,0937-862-107,121.503968,25.134344
872,北投區,智仁?,中和街455巷橋頭,台北市視障者重建發展協會,0937-862-107,121.496063,25.14323
873,中山區,金泰,樂群2路147號斜前方(行道樹旁),台北市視障者重建發展協會,0937-862-107,121.557236,25.080048
874,中山區,大直,大直街20巷34號對面,台北市視障者重建發展協會,0937-862-107,121.545162,25.081342
875,中山區,集英,撫順街12號對面,台北市視障者重建發展協會,0937-862-107,121.520857,25.063668
876,松山區,吉祥,光復北路85巷25號對面,臺北市障礙者發展協會,(02)25429529,121.5594201,25.050901
877,萬華區,富福,西園路1段278號旁（寺前公園電信箱旁）,臺北市障礙者發展協會,(02)25429529,121.4993321,25.034073
878,萬華區,糖篰,大理街130巷口,臺北市障礙者發展協會,(02)25429529,121.4968116,25.033797
879,萬華區,糖篰,環河南路2段125巷口（電信箱旁）,臺北市障礙者發展協會,(02)25429529,121.4937961,25.03441746
880,萬華區,糖篰,西園路1段226號佈告欄路燈旁,臺北市障礙者發展協會,(02)25429529,121.4990779,25.03542765
881,大同區,蓬萊,承德路3段24巷16號對面人行道樹旁,臺北市障礙者發展協會,(02)25429529,121.5174622,25.06439175
882,大同區,蓬萊,大龍街27號旁（變電箱旁）,臺北市障礙者發展協會,(02)25429529,121.5160557,25.06397866
883,大同區,民權,錦西街50號對面,臺北市障礙者發展協會,(02)25429529,121.520008,25.06047834
884,士林區,永倫,社中街346巷3弄27號旁,臺北市障礙者發展協會,(02)25429529,121.5036819,25.09311535
885,大同區,玉泉,塔城街24巷1號旁,臺北市障礙者發展協會,(02)25429529,121.510198,25.05107235
886,萬華區,福星,西寧南路與洛陽街口,臺北市障礙者發展協會,(02)25429529,121.5072849,25.04766956
887,大同區,玉泉,長安西路342-1號交通號誌旁,臺北市障礙者發展協會,(02)25429529,121.5101645,25.05214741
888,大同區,斯文,大龍街91巷7號對面路燈旁,臺北市障礙者發展協會,(02)25429529,121.5164797,25.06761509
889,大同區,民權,民權西路102巷4弄口,臺北市障礙者發展協會,(02)25429529,121.5167039,25.06174497
890,大同區,民權,涼州街與寧夏路口（變電箱旁）,臺北市障礙者發展協會,(02)25429529,121.5143196,25.06106084
891,萬華區,頂碩,莒光路210號前（變電箱旁）,臺北市障礙者發展協會,(02)25429529,121.5025162,25.03144708
892,松山區,吉祥,南京東路5段66巷與光復北路11巷交叉口,臺北市障礙者發展協會,(02)25429529,121.5607866,25.05040846
893,松山區,吉祥,光復南路11巷與吉祥路交叉口,臺北市障礙者發展協會,(02)25429529,121.557571,25.05064907
894,松山區,復盛,八德路4段106巷2弄2號對面,臺北市障礙者發展協會,(02)25429529,121.5609561,25.04812328
895,松山區,介壽,光復北路165巷口(85度C對面),臺北市障礙者發展協會,(02)25429529,121.5609561,25.04812328
896,松山區,介壽,延壽街406號對面,臺北市障礙者發展協會,(02)25429529,121.5570211,25.0562084
897,松山區,東光,南京東路5段23巷1號旁,臺北市障礙者發展協會,(02)25429529,121.5579743,25.05202073
898,文山區,興福,景興路97巷旁,臺北市障礙者發展協會,(02)25429529,121.5452835,24.99543739
899,松山區,東光,南京東路5段23巷6弄29號對面,臺北市障礙者發展協會,(02)25429529,121.5590612,25.0521873
900,松山區,復勢,光復北路100巷33號旁,臺北市障礙者發展協會,(02)25429529,121.5565171,25.0506378
901,大同區,重慶,敦煌路74巷口,台北市視障者福利發展協會,(02)25912695,121.5179926,25.07565072
902,中正區,螢圃,廈門街61號旁,台北市視障者福利發展協會,(02)25912695,121.5175539,25.02544188
903,萬華區,頂碩,莒光路153巷口(人行道上),台北市視障者福利發展協會,(02)25912695,121.5029434,25.0305993
904,萬華區,雙園,莒光路299巷口(電器設備旁),台北市視障者福利發展協會,(02)25912695,121.499195,25.0304387
905,萬華區,雙園,莒光路與萬大路口,台北市視障者福利發展協會,(02)25912695,121.5006661,25.03135069
906,松山區,新聚,八德路4段245巷37號對面,台北市視障者福利發展協會,(02)25912695,121.5643948,25.05092787
907,信義區,國業,虎林街247號對面,台北市視障者福利發展協會,(02)25912695,121.5774431,25.03729086
908,大安區,龍門,新生南路3段19巷32號與34號中間,台北市視障者福利發展協會,(02)25912695,121.5360759,25.02514331
909,大安區,學府,羅斯福路4段119巷20號對面,台北市視障者福利發展協會,(02)25912695,121.5379151,25.01079057
910,南港區,鴻福,玉成街201巷與成福路交叉口電桿旁,台北市視障者福利發展協會,(02)25912695,121.5862961,25.04511365
911,中山區,恆安,雙城街10巷6號,台北市視障者福利發展協會,(02)25912695,121.5241938,25.06413099
912,南港區,南港,興中路與重陽路交叉口,台北市視障者福利發展協會,(02)25912695,121.6067527,25.0577372
913,中山區,中庄,松江路252巷5號斜對面（圍牆邊）,台北市視障者福利發展協會,(02)25912695,121.5323588,25.05937287
914,大同區,重慶,哈密街59巷29號對面,台北市視障者福利發展協會,(02)25912695,121.5158941,25.07519244
915,信義區,安康,忠孝東路5段236巷37弄對面公園變電箱邊人行道,台北市視障者福利發展協會,(02)25912695,121.5740363,25.0378628
916,大同區,斯文,承德路3段143巷21號對面(電氣設備旁),台北市視障者福利發展協會,(02)25912695,121.5195894,25.0679664
917,中山區,成功,北安路670巷14號旁（公布欄邊）,台北市視障者福利發展協會,(02)25912695,121.5498695,25.08418234
918,大安區,龍淵,和平東路2段76巷23弄1號對面（電器設備與路燈中間）,台北市視障者福利發展協會,(02)25912695,121.5392689,25.02294689
919,大安區,龍門,建國南路2段296號旁人行道,台北市視障者福利發展協會,(02)25912695,121.5371607,25.02453803
920,文山區,萬興,秀明路2段15號對面變電箱旁,台北市視障者福利發展協會,(02)25912695,121.5752676,24.9924339
921,文山區,萬興,秀明路2段114號前,台北市視障者福利發展協會,(02)25912695,121.576822,24.99047676
926,士林區,福中,前港街110巷對面電箱旁,台北市啟明權益促進會,(02)28978300,121.5162085,25.0850221
927,士林區,福中,通河東街1段105巷口迴轉道旁(106號斜對面),台北市啟明權益促進會,(02)28978300,121.514295,25.0852018
928,士林區,福中,通河東街1段168號對面迴轉道旁,台北市啟明權益促進會,(02)28978300,121.5135834,25.0880587
929,大安區,龍淵,和平東路2段96巷12之3號對面,台北市啟明權益促進會,(02)28978300,121.5386092,25.0229611
930,大安區,民妱,仁愛路3段24巷3號對面,台北市啟明權益促進會,(02)28978300,121.5335294,25.036223
931,大安區,和安,建國南路1段307巷口,台北市啟明權益促進會,(02)28978300,121.5206678,25.0397262
932,中正區,文祥,金山南路1段79巷與臨沂街63巷口,台北市啟明權益促進會,(02)28978300,121.5230405,25.033113
933,中正區,三愛,信義路2段243巷電箱邊,台北市啟明權益促進會,(02)28978300,121.5099082,25.0331605
934,內湖區,紫雲,康寧路1段195巷口,台北市啟明權益促進會,(02)28978300,121.5940007,25.0730577
935,內湖區,紫陽,陽光街68巷102弄2號對面,台北市啟明權益促進會,(02)28978300,121.5817781,25.0758803
936,內湖區,東湖,東湖路121號119巷口,台北市啟明權益促進會,(02)28978300,121.6142274,25.0683056
937,內湖區,湖濱,內湖路2段263巷4號右側,台北市啟明權益促進會,(02)28978300,121.5878676,25.0825765
938,內湖區,南湖,民權東路6段280巷與康寧路3段56巷交叉口,台北市啟明權益促進會,(02)28978300,121.6070282,25.0689655
939,內湖區,碧山,內湖路3段173巷口電桿旁(175號旁),台北市啟明權益促進會,(02)28978300,121.5872,25.0875469
940,內湖區,碧山,內湖路3段191巷18號旁公佈欄邊,台北市啟明權益促進會,(02)28978300,121.5863782,25.0878257
941,內湖區,秀湖,成功路4段324巷電桿邊,台北市啟明權益促進會,(02)28978300,121.5965409,25.0857395
942,內湖區,清白,金湖路31號旁公佈欄旁,台北市啟明權益促進會,(02)28978300,121.5899748,25.0857636
943,內湖區,樂康,康樂街110巷電箱旁,台北市啟明權益促進會,(02)28978300,121.600082,25.0739915
944,北投區,榮華,明德路118巷口,台北市啟明權益促進會,(02)28978300,121.5119847,25.1097059
946,信義區,中行,福德街308巷對面309巷口人行道,台北市啟明權益促進會,(02)28978300,121.5852436,25.0393735
947,信義區,中行,福德街268巷34之2號電桿下,台北市啟明權益促進會,(02)28978300,121.5836217,25.039474
948,南港區,南港,興中路20號對面,台北市啟明權益促進會,(02)28978300,121.6050001,25.0551785
949,南港區,南港,南港路1段137巷口,台北市啟明權益促進會,(02)28978300,121.6117279,25.0547919
950,南港區,三重,重陽路與園區街大樹旁,台北市啟明權益促進會,(02)28978300,121.5966326,25.0592783
951,士林區,天山,中山北路7段154巷3號對面電線桿旁,台北市視障多元就業促進會,(02)25991234 ,121.5306815,25.1241304
952,大同區,蓬萊,蘭州街89巷1弄蘭州公園電線桿旁,台北市視障多元就業促進會,(02)25991234 ,121.5131963,25.0640098
953,大同區,揚雅,大龍街94號旁,台北市視障多元就業促進會,(02)25991234 ,211.513734,25.0665618
954,士林區,忠誠,德行東路104巷9弄11號前電桿旁,台北市視障多元就業促進會,(02)25991234 ,121.5270048,25.1069301
955,南港區,三重,重陽路504巷1弄1號旁,台北市視障多元就業促進會,(02)25991234 ,121.6101239,25.0606126
956,南港區,三重,三重路41巷43號燈桿旁,台北市視障多元就業促進會,(02)25991234 ,121.61192,25.0599106
957,南港區,合成,永吉路605號電箱旁,台北市視障多元就業促進會,(02)25991234 ,121.5801863,25.0455439
958,南港區,合成,玉成街69號(人行道前),台北市視障多元就業促進會,(02)25991234 ,121.579673,25.0488463
959,南港區,東新,興南街64巷與東明街電桿旁,台北市視障多元就業促進會,(02)25991234 ,121.60199,25.05567
960,南港區,東新,重陽路218-1號斜對面電信箱旁,台北市視障多元就業促進會,(02)25991234 ,121.6010348,25.0575467
961,南港區,南港,惠民街7號(對面迴轉鏡旁),台北市視障多元就業促進會,(02)25991234 ,121.6081923,25.055725
962,南港區,新光,忠孝東路6段370巷1號(對面人行道上),台北市視障多元就業促進會,(02)25991234 ,121.5896353,25.0495918
963,松山區,中華,南京東路4段53巷5弄口,台北市視障多元就業促進會,(02)25991234 ,121.5467569,25.0528277
964,松山區,復源,八德路3段156號旁電箱左側,台北市視障多元就業促進會,(02)25991234 ,121.55506,25.04796
965,南港區,合成,永吉路553巷與中坡北路40巷交叉口燈桿旁,台北市視障多元就業促進會,(02)25991234 ,121.58154,25.04592
968,大同區,至聖,承德路3段179號旁,台北市視障多元就業促進會,(02)25991234 ,121.51871,25.06917
969,中山區,行政,建國北路3段22巷(民權東路2段135巷口),台北市視障多元就業促進會,(02)25991234 ,121.5314184,25.0624322
970,中山區,行政,農安街166巷口,台北市視障多元就業促進會,(02)25991234 ,121.5314184,25.0624706
971,文山區,景慶,萬慶街22-2號斜對面燈桿旁,台北市視障多元就業促進會,(02)25991234 ,121.5373882,24.9928366
972,大同區,至聖,重慶北路3段189號旁,台北市視障多元就業促進會,(02)25991234 ,121.51398,25.06936
973,文山區,景慶,景福街133巷40號前燈桿,台北市視障多元就業促進會,(02)25991234 ,121.5350147,24.9955037
974,南港區,南港,南港路1段185號對面公佈欄(興南宮後方),台北市視障多元就業促進會,(02)25991234 ,121.61255,25.05519
975,南港區,合成,東明街97巷5號斜對面(里活動中心旁),台北市視障多元就業促進會,(02)25991234 ,121.6011,25.05493
976,大安區,古莊,羅斯福路2段101巷口,台北市艾馨公益慈善會,(02)23360896,121.31285,25.01294
977,士林區,東山,德行東路365巷口,台北市艾馨公益慈善會,(02)23360896,121.538874,25.110658
978,士林區,聖山,忠誠路1段173巷38號旁,台北市艾馨公益慈善會,(02)23360896,121.538938,25.110575
979,信義區,松友,信義路6段76巷2弄22號,台北市艾馨公益慈善會,(02)23360896,121.576027,25.034294
980,信義區,松隆,松山路655號左側路燈下,台北市艾馨公益慈善會,(02)23360896,121.579908,25.035193
981,大安區,黎元,樂業街188號路燈桿旁,台北市艾馨公益慈善會,(02)23360896,121.554294,"25.018760
"
982,士林區,社?,社中街214號電信箱旁,台北市艾馨公益慈善會,(02)23360896,121.508602,25.091121
983,信義區,興雅,忠孝東路5段71巷口(忠孝東路5段31巷18弄),台北市艾馨公益慈善會,(02)23360896,121.567282,25.041589
984,信義區,松友,松德路271號(對面電箱邊),台北市艾馨公益慈善會,(02)23360896,121.574564,"25.032890
"
985,信義區,四育,永吉街321巷28號(斜對面路燈下),台北市艾馨公益慈善會,(02)23360896,121.575499,"25.046553
"
986,信義區,四育,松隆路215巷4弄底圍牆邊,台北市艾馨公益慈善會,(02)23360896,121.576578,25.048676
987,大安區,虎嘯,樂業街41巷14號,台北市艾馨公益慈善會,(02)23360896,121.550363,25.023247
988,信義區,安康,松仁路95巷20號旁(安康公園內),台北市艾馨公益慈善會,(02)23360896,"121.570333
",25.036431
989,信義區,松隆,松山路650巷15弄(永春高中對面圍牆邊),台北市艾馨公益慈善會,(02)23360896,121.579066,"25.032782
"
990,信義區,永春,永吉路468巷48號對面,台北市艾馨公益慈善會,(02)23360896,121.578893,"25.044365
"
991,信義區,大道,忠孝東路5段790巷20弄11號(電線杆邊),台北市艾馨公益慈善會,(02)23360896,121.581595,25.042674
992,中山區,新庄,吉林路456巷(巷口路燈下),台北市艾馨公益慈善會,(02)23360896,121.529506,25.067015
993,中山區,大直,北安路649號旁,台北市艾馨公益慈善會,(02)23360896,121.549134,"25.084118
"
994,大安區,芳和,基隆路2段209巷口電線杆旁,台北市艾馨公益慈善會,(02)23360896,121.551492,"25.023275
"
995,大安區,車層,仁愛路4段345巷15弄2號旁,台北市艾馨公益慈善會,(02)23360896,121.554111,"25.038938
"
996,大安區,古莊,師大路102巷24號旁,台北市艾馨公益慈善會,(02)23360896,121.52755,"25.022075
"
997,大安區,虎嘯,樂業街41巷14號,台北市艾馨公益慈善會,(02)23360896,121.5503434,25.02324855
998,大安區,車層,延吉街72號旁(7-11超商的招牌下),台北市艾馨公益慈善會,(02)23360896,121.554192,"25.042475
"
999,大安區,車層,延吉街62巷6弄2號對面,台北市艾馨公益慈善會,(02)23360896,121.553859,"25.043538
"
1000,大安區,古莊,師大路64號斜對面綠地,台北市艾馨公益慈善會,(02)23360896,121.5283,25.024395
1001,信義區,嘉興,嘉興街181巷9弄13號轉角,台北市身障體育發展協會,0910-111-255,121.5569924,25.02640251
1002,文山區,興福,景興路42巷口,台北市身障體育發展協會,0910-111-255,121.5447,24.99722
1003,文山區,萬和,溪洲街137巷94號右邊電桿旁,台北市身障體育發展協會,0910-111-255,121.5334254,25.0000803
1004,文山區,景慶,景福街123號右邊,台北市身障體育發展協會,0910-111-255,121.5341017,24.9966699
1005,文山區,民本,羅斯福路5段236巷左邊,台北市身障體育發展協會,0910-111-255,121.5275356,24.9966696
1006,文山區,萬隆,羅斯福路5段218巷39號左邊,台北市身障體育發展協會,0910-111-255,121.5369625,25.0020813
1007,文山區,萬和,木新路3段310巷口陸橋旁,台北市身障體育發展協會,0910-111-255,121.5347527,25.0020398
1008,文山區,秀成,汀州路4段209號左前方,台北市身障體育發展協會,0910-111-255,121.5336854,25.0031581
1009,文山區,萬和,景福街54巷口,台北市身障體育發展協會,0910-111-255,121.5358038,24.9995314
1010,文山區,景仁,景福街43號對面,台北市身障體育發展協會,0910-111-255,121.5349744,24.9983915
1011,文山區,華興,木柵路1段294巷中山村巷口,台北市身障體育發展協會,0910-111-255,121.5565942,24.98848008
1012,文山區,景慶,溪口街1巷口,台北市身障體育發展協會,0910-111-255,121.5385446,24.9939893
1013,文山區,景仁,羅斯福路6段142巷20弄2-3號旁(公佈欄旁),台北市身障體育發展協會,0910-111-255,121.5373103,24.9969535
1014,文山區,景仁,羅斯福路6段142巷20弄19號對面(電信箱旁),台北市身障體育發展協會,0910-111-255,121.5373067,24.9973457
1015,文山區,景仁,景福街3巷31號對面(變電箱旁),台北市身障體育發展協會,0910-111-255,121.5376289,24.9982913
1016,文山區,景慶,溪口街66巷7號左邊(電線桿旁),台北市身障體育發展協會,0910-111-255,121.5372662,24.9959515
1017,文山區,景仁,景福街175巷口,台北市身障體育發展協會,0910-111-255,121.5373838,24.9965883
1018,大同區,老師,重慶北路3段312巷18號對面電信箱旁,台北市身障體育發展協會,0910-111-255,121.513023,25.0740948
1019,大同區,老師,延平北路4段294巷口,台北市身障體育發展協會,0910-111-255,121.5076933,25.0776337
1020,士林區,臨溪,至善路2段132號右邊電桿旁,台北市身障體育發展協會,0910-111-255,121.513023,25.0740948
1021,士林區,臨溪,故宮路49號右邊電桿旁,台北市身障體育發展協會,0910-111-255,121.5076933,25.0776337
1022,士林區,振華,天母北路87巷22弄25號對面兩支電桿中間,台北市身障體育發展協會,0910-111-255,121.5218329,25.1139032
1023,士林區,天母,中山北路7段181巷6號對面,台北市身障體育發展協會,0910-111-255,121.5299949,25.1247069
1026,中正區,三愛,臨沂街57巷40號電桿旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.53145,25.03749
1027,中山區,大直,北安路575號旁電桿旁邊,台北市身心障礙者自立更生創業協會,(02)27099961,121.54848,25.08163
1028,中山區,北安,北安路819號之1對面郵筒旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.5562,25.08517
1029,中山區,朱崙,龍江路12-1號旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.54025,25.04802
1030,信義區,黎平,富陽街72巷口,台北市身心障礙者自立更生創業協會,(02)27099961,121.55577,25.0023
1031,大安區,群賢,和平東路2段311巷36號對面電箱旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.54506,25.02599
1032,大安區,群賢,和平東路2段265巷42號前電燈桿旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.54395,25.0273
1033,大安區,誠安,安東街40巷1號對面,台北市身心障礙者自立更生創業協會,(02)27099961,121.54227,25.04445
1034,大安區,誠安,忠孝東路3段251巷2弄1號對面,台北市身心障礙者自立更生創業協會,(02)27099961,121.54161,25.0423
1035,大安區,和安,信義路3段147巷15弄27號邊,台北市身心障礙者自立更生創業協會,(02)27099961,121.54309,25.03538
1036,大安區,黎孝,富陽街180巷與臥龍街272巷（慈仁八村門口）,台北市身心障礙者自立更生創業協會,(02)27099961,121.55693,25.01721
1037,北投區,中央,大興街24巷口,台北市身心障礙者自立更生創業協會,(02)27099961,121.49882,25.12942
1038,信義區,三張,松智路39巷口人行道,台北市身心障礙者自立更生創業協會,(02)27099961,121.56559,25.02987
1039,信義區,中行,福德街251巷口電信箱旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.58902,25.03495
1040,大安區,芳和,樂業街87號右側後,台北市身心障礙者自立更生創業協會,(02)27099961,121.5515792,25.02164064
1041,大安區,光武,復興南路1段107巷8號旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.54473,25.04383
1042,大安區,錦泰,潮州街55巷告示牌旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.5241,25.03025
1043,松山區,安平,健康路與三民路(西松公園電箱旁),台北市身心障礙者自立更生創業協會,(02)27099961,121.56391,25.05475
1044,大安區,黎孝,和平東路3段308巷15弄與31弄公園,台北市身心障礙者自立更生創業協會,(02)27099961,121.57919,25.04592
1045,松山區,民福,民權東路3段191巷29號電線桿旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.54754,25.06345
1046,松山區,東昌,民生東路4段80巷4號旁公園電箱旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.55294,25.05737
1047,大安區,黎孝,安居街35巷口與46巷口對面,台北市身心障礙者自立更生創業協會,(02)27099961,121.5528,25.0194
1048,大安區,錦泰,杭州南路2段67號前電箱旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.55549,25.02153
1049,大安區,黎孝,和平東路3段260號與安居街公佈欄旁,台北市身心障礙者自立更生創業協會,(02)27099961,121.55549,25.02153
1050,松山區,精忠,民生東路4段56巷底,台北市身心障礙者自立更生創業協會,(02)27099961,121.5516427,25.056845
1051,南港區,新富,富康街47巷16號對面,台北市身障就業發展協會,0910-111-255,121.6177669,25.05306893
1076,大安區,臨江,通化街165巷口電線桿旁,臺北市至善無障愛關懷協會,(02)27096731,121.5537667,25.028486
1077,內湖區,港墘,江南街71巷16弄41號旁,臺北市至善無障愛關懷協會,(02)27096731,121.5770916,25.07571805
1078,內湖區,港墘,江南街65巷16弄口,臺北市至善無障愛關懷協會,(02)27096731,121.5785727,25.07709087
1079,內湖區,港墘,江南街19號對面,臺北市至善無障愛關懷協會,(02)27096731,121.5784861,25.07817575
1080,中山區,埤頭,八德路2段210巷10號斜對面公佈告欄,臺北市至善無障愛關懷協會,(02)27096731,121.5393934,25.0454078
1081,中山區,埤頭,八德路2段266號電箱旁(中影八德大樓旁),臺北市至善無障愛關懷協會,(02)27096731,121.541123,25.04686
1082,大安區,義安,敦化南路2段81巷46號前,臺北市至善無障愛關懷協會,(02)27096731,121.5514374,25.02988479
1083,士林區,永倫,通河西街2段140號對面,臺北市至善無障愛關懷協會,(02)27096731,121.505705,25.09321156
1084,士林區,福佳,美崙街152巷與美崙街交叉口右側反射鏡旁,臺北市至善無障愛關懷協會,(02)27096731,121.5196892,25.09695549
1085,士林區,忠誠,德行東路90巷23號旁及90巷21弄口,臺北市至善無障愛關懷協會,(02)27096731,121.5280412,25.1066444
1086,信義區,富台,忠孝東路5段275巷與虎林街120巷交叉路燈設備旁,臺北市至善無障愛關懷協會,(02)27096731,121.5712828,25.04224436
1087,士林區,福德,基河路311號斜對面258號人行道右側,臺北市至善無障愛關懷協會,(02)27096731,121.5202034,25.09338617
1088,士林區,福德,文林路421巷6號電線桿旁,臺北市至善無障愛關懷協會,(02)27096731,121.5244008,25.09430374
1089,士林區,忠誠,德行東路132巷1弄口電線桿下,臺北市至善無障愛關懷協會,(02)27096731,121.5291909,25.10771753
1090,士林區,福德,士商路57號旁,臺北市至善無障愛關懷協會,(02)27096731,121.5197716,25.09115663
1091,士林區,永倫,延平北路6段202號旁路燈,臺北市至善無障愛關懷協會,(02)27096731,121.5053203,25.08945534
